id,platform,location,address,google_place_id,sentiment_score,crowdedness,vibe_tags,original_text,source_url,created_at
110,ifoodie,焰禾,104臺北市中山區吉林路128號1樓,ChIJRZDz7rypQjQRgvnj_cZDpnY,0.8,0.5,"food,restaurant,recommended",松江南京站美食｜超好吃排骨蛋炒飯『焰禾｜炒飯 雞湯麵』菜單、黏嘴蛤蠣雞湯麵推薦,,2026-04-24 02:50:27
114,ifoodie,彭家園,106臺北市大安區東豐街60號,ChIJN1pOu82rQjQRa9l4gzGSjEQ,0.8,0.5,"Michelin,restaurant,Taiwanese cuisine",彭家園｜連續多年入選米其林必比登台北大安區廣東料理桌菜餐廳,,2026-04-24 02:50:40
118,ifoodie,蘇杭點心店,100臺北市中正區羅斯福路二段14號,ChIJYUGWzJupQjQR30LzEzBzJFM,0.8,0.5,"food,traditional,long-standing",蘇杭點心店 - 中正紀念堂附近超過50年老店，湯包內有滿滿鮮甜湯汁,,2026-04-24 02:50:53
119,ifoodie,萬家手工水餃,103臺北市大同區蘭州街126號,ChIJub9h4UGpQjQRTBdSwYZb_zk,1.0,0.5,"food,restaurant,Chinese cuisine",萬家手工水餃，必吃11款手工水餃＋超強神之豬肝湯,,2026-04-24 02:50:56
120,ifoodie,ALCHEMIST大安,106臺北市大安區杭州南路二段61巷43號,ChIJfclRm-mpQjQRprJZOvX71Hk,0.8,0.5,"trendy,relaxing,hidden gem",新加坡人氣咖啡廳插旗古亭站【ALCHEMIST大安】日治老宅庭院秘境咖啡廳,,2026-04-24 02:51:00
121,ifoodie,17食堂,100臺北市中正區羅斯福路三段316巷16號2樓,ChIJFRkxSNqpQjQRJrGl_QMUO-A,1.0,0.5,"delicious,good_value",17食堂120元高CP值美味簡餐，台大公館商圈必吃！,,2026-04-24 02:51:03
123,ifoodie,凱撒披薩北投店,112臺北市北投區中央北路二段408號1樓,ChIJ2Utf-w6vQjQRQ8mVOO7G0Mg,0.9,0.8,"food,satisfying,popular",Google 4.9星爆棚海鮮披薩，Q彈餅皮搭炸物超滿足 凱撒披薩北投店｜復興崗站美食推薦,,2026-04-24 02:51:10
124,ifoodie,金玉滿堂芋餃抄手麵食,10491臺北市中山區南京東路三段216巷5號,ChIJ0xk55H2rQjQREzTiBkAiHUc,0.8,0.5,"food,Taipei eats,delicious",台北美食【金玉滿堂芋餃抄手麵食】南京復興站美食，Q彈外皮芋餃,,2026-04-24 02:51:13
126,ifoodie,侯門小館,105臺北市松山區民生東路五段180號,ChIJLeImeZKrQjQR3R5bqETvfac,0.8,0.8,"affordable,popular,traditional",侯門小館｜有夠誇張！點滿10道菜一個人不到400元，連平日中午也會客滿的民生社區中式合菜餐廳,,2026-04-24 02:51:20
127,ifoodie,尚雯早午餐,103臺北市大同區長安西路231號,ChIJb5CtlsypQjQRStcZ1ACr6O4,1.0,0.5,"food,breakfast,local_recommended",大份量海鮮炒麵、超香高麗菜蛋餅，在地人激推 尚雯早午餐｜北門站美食推薦,,2026-04-24 02:51:24
128,ifoodie,大山東餅舖,100臺北市中正區羅斯福路四段92號1樓13/14號攤,ChIJETD7GVKpQjQR8MNSKdVnW5Q,0.8,0.8,"food,popular,queue",公館站｜大山東餅舖，中午就完售的超強蔥肉包，水源市場排隊美食,,2026-04-24 02:51:27
129,ifoodie,傳說水煎包,115臺北市南港區南港路一段137巷5弄1號,ChIJn-9S_1irQjQROXuZYwc9alM,0.8,0.5,"foodie,breakfast,lunch,popular",傳說水煎包｜巷弄隱藏版巨無霸辣子雞丁包，南港上班族最愛的飽足系早午餐,,2026-04-24 02:51:31
130,ifoodie,日向洋食Hinata,11143臺北市士林區大西路35號,ChIJvYcdrlOvQjQRZ_5wNZRyEA0,0.8,0.5,"Japanese food,vintage cafe,curry,dessert",日向洋食Hinata-隱身西服一條街的昭和復古喫茶店，濃郁咖哩與大人味布丁的優雅邂逅！內含詳細菜單，捷運士林站，士林站美食,,2026-04-24 02:51:35
131,ifoodie,味擂家日式料理,111臺北市士林區福壽街1號1樓,ChIJWW34AmGvQjQRPpdckEU-j7Q,1.0,0.5,"food,restaurant,Japanese cuisine,recommended",通化街美食 | 味擂家日式料理，御膳套餐豐富細膩，超推薦！(文末菜單),,2026-04-24 02:51:39
133,ifoodie,金頂便當,114臺北市內湖區內湖路二段386號,ChIJ6R_XII2sQjQRFWO4vMkPw-E,0.8,0.8,"popular,affordable,delicious",【金頂便當】天天排隊的人氣便當店，實惠美味、少飯還能免費多一道配菜｜台北內湖美食推薦｜捷運內湖站/湖光市場(菜單),,2026-04-24 02:51:44
137,ifoodie,魁力屋拉麺 台北本店,10491臺北市中山區南京西路15號B1,ChIJGZsGWACpQjQRX6uSVjDD_LE,0.5,0.5,"Japanese food,ramen,new store",京都北白川 魁力屋拉麵 台北本店 — 來自日本京都經典熟成醬油拉麵名店進駐台北新光三越南西三館,,2026-04-24 02:51:56
138,ifoodie,Rise Bakery,10681臺北市大安區信義路四段164號,ChIJUTdh-firQjQR3vSpXpKEgHc,1.0,0.5,"delicious,hidden gem",信義安和站超隱密歐式麵包『Rise Bakery 』好吃到流淚的司康,,2026-04-24 02:51:59
140,ifoodie,巷仔口蘿蔔絲餅吳興店,110臺北市信義區吳興街184巷,ChIJZ7sYGLWrQjQRA8qVrv80j_A,0.8,0.5,"traditional,delicious,recommended",巷仔口蘿蔔絲餅吳興店｜傳承三代50年老店連油品大廠都來找他拍廣告的清甜蘿蔔絲餅,,2026-04-24 02:52:05
141,ifoodie,行天宮熱炒街,10491臺北市中山區吉林路254號,ChIJk0J3FFypQjQR4CxgUZVl7vg,1.0,0.5,"food,restaurant,queue",第二好吃私房菜｜吃過之後真的會讚不絕口的行天宮熱炒街排隊餐廳必點玉米雞跟豬肝,,2026-04-24 02:52:09
142,ifoodie,焰禾炒饭鸡汤面,104臺北市中山區吉林路128號1樓,ChIJRZDz7rypQjQRgvnj_cZDpnY,0.8,0.5,"food,taipei,restaurant,delicious",台北美食【焰禾炒飯雞湯麵】有平價鼎泰豐實力，必吃雞湯麵與排骨炒飯,,2026-04-24 02:52:12
145,ifoodie,金順牛肉麵水餃大王,103臺北市大同區民生西路205號,ChIJsfgT_pGpQjQRKj8tdSHQ9KM,1.0,0.5,"Award-winning,Handmade,Noodle Expert",金順牛肉麵水餃大王 獲獎無數純手工刀切麵專家！菜單推薦必點炒麵系列,,2026-04-24 02:52:22
146,ifoodie,郭記牛肉麵,100臺北市中正區汀州路二段152號,ChIJ_c-S6ZCpQjQR8BqlbR-GH6o,1.0,0.5,"food,noodles,beef,popular",古亭站美食｜郭記牛肉麵．必點巨大餛飩！在地人最愛家常美味,,2026-04-24 02:52:26
151,ifoodie,杉旅森林 Coffee Roaster,112臺北市北投區竹子湖路33之10右轉70公尺 (猴崁圳古道旁,ChIJ3YzCB4SxQjQRnkLzleOMzRc,1.0,0.5,"beautiful,secluded,coffee",【北投美食】杉旅森林 Coffee Roaster，絕美秘境，被滿滿杉木環繞的空間推薦(菜單),,2026-04-24 02:52:39
154,ifoodie,阿仁炒飯,103臺北市大同區哈密街45巷2之4號,ChIJ8cqWc0mpQjQRZm3RZqjV0pM,1.0,0.5,"food,recommended",阿仁炒飯｜網友公認台北最好吃炒飯藏在大龍峒保安宮巷弄,,2026-04-24 02:52:50
155,ifoodie,弎樓Thirdfloor,105臺北市松山區延吉街9-5號,ChIJv_nFcqmrQjQRpz074nY9nGM,0.5,0.5,,台北松山復古台菜餐廳『弎樓Thirdfloor』菜單、辦桌菜環境還有包廂,,2026-04-24 02:52:54
157,ifoodie,春城釣蝦美食廣場,111臺北市士林區至善路二段471號,ChIJ-QnQLSKsQjQRXsqswWpk5a0,0.8,0.5,"food,leisure,outdoor",春城釣蝦美食廣場｜環境超優的外雙溪釣蝦首選 (菜單),,2026-04-24 02:53:00
160,ifoodie,赤鐵廣島燒專賣店,10491臺北市中山區撫順街12號,ChIJ28-XDkSpQjQRLYV2HYCXKUA,0.8,0.5,"food,Japanese cuisine,excitement",赤鐵廣島燒專賣店 廣島燒在台灣也能吃！,,2026-04-24 02:53:09
162,ifoodie,老漿家,106臺北市大安區延吉街110號1F,ChIJZ4TUOv2rQjQRRd-mFosJ4T0,0.5,0.5,,老漿家｜台北大巨蛋美食．黃仁勳也造訪的24小時豆漿店,,2026-04-24 02:53:16
163,ifoodie,府岸台菜海鮮城,106臺北市大安區永康街8巷7號,ChIJHcGMToKpQjQRcWfGfKBrPIE,0.8,0.5,"food,seafood,taiwanese cuisine",府岸台菜海鮮城，老饕都知道卻不告訴你的低調美味,,2026-04-24 02:53:20
165,ifoodie,大橋頭胡椒餅,103臺北市大同區延平北路二段272巷口號,ChIJ6S-dUj6pQjQR8rrHa5OYsJc,1.0,0.5,"food,traditional,recommended",大橋頭胡椒餅》台北大同區百年炭烤胡椒餅推薦祖傳三代老店必吃五花肉赤肉,,2026-04-24 02:53:26
166,ifoodie,麵包廚房,108臺北市萬華區峨眉街66號,ChIJHWG97gipQjQRM4_CFNctB20,1.0,0.5,"food,dessert,taipei",麵包廚房｜超過20年西門町麵包店老字號必點台北最好吃的芋泥蛋糕與可麗露,,2026-04-24 02:53:29
169,ifoodie,十月茶餐廳,111臺北市士林區美德街64號,ChIJC_b8SYmvQjQRAgk3qcKOIrE,0.8,0.5,"food,restaurant",十月茶餐廳｜姊妹店進化！超強乾炒牛河與公仔麵 (菜單),,2026-04-24 02:53:38
170,ifoodie,曾家豆漿,104臺北市中山區錦州街123號,ChIJ-YfzZFypQjQRAFxGl4nV8S0,1.0,0.5,"food,recommended,breakfast",【中山區美食】曾家豆漿，蛋餅、燒餅油條和蛋塔都意外超強推薦(菜單),,2026-04-24 02:53:41
172,ifoodie,LaLaport南港,115臺北市南港區經貿二路131號,ChIJSwPgOACtQjQREeWs_povoDw,0.5,0.5,"vegetarian,brunch",PRESERVE｜LaLaport南港超強蔬食早午餐 (菜單),,2026-04-24 02:53:48
175,ifoodie,逸香樓,10491臺北市中山區南京東路二段69號,ChIJ63-l2mapQjQRUxHIkM5pIjw,0.8,0.5,"delicious,affordable",逸香樓｜好吃又便宜的北平烤鴨，內行人從老店吃到現在,,2026-04-24 02:53:58
176,ifoodie,すしの魚君 統一時代台北店,110臺北市信義區忠孝東路五段8號B2F,ChIJm9az5eerQjQRJs7U8v-gP7A,0.8,0.5,"food,sale,japanese cuisine",すしの魚君 統一時代台北店，週三鮭魚半價超划算 @神農太太底家,,2026-04-24 02:54:01
177,ifoodie,凹屋咖啡,111臺北市士林區中山北路五段505巷44弄2號,ChIJZ5vfxPOvQjQRQ4l-DizRSXk,0.8,0.5,"foodie,coffee,trendy",肉多多早午餐、桂花釀西西里，品味獨具的咖啡饗宴 凹屋咖啡｜捷運士林站必訪,,2026-04-24 02:54:05
178,ifoodie,小漁村精緻海鮮平價快炒,100臺北市中正區中華路二段311巷19號,ChIJ83F0JbupQjQRHfl00WP-Nh0,0.8,0.7,"night_market,seafood,popular",南機場夜市美食『小漁村精緻海鮮平價快炒』夜市的人氣熱炒店,,2026-04-24 02:54:08
180,ifoodie,喬園海鮮餐廳,112臺北市北投區大業路512號,ChIJe20-7lOuQjQRzfKxBZfB19E,0.8,0.5,"affordable,seafood,popular",喬園海鮮餐廳｜有附停車場內用還白飯免費的北投人氣平價熱炒，8道菜竟然1600元就搞定！,,2026-04-24 02:54:15
181,ifoodie,華承軒麺館,104001臺北市中山區中山北路一段136號,ChIJnbvFuVCpQjQRaCDyrd1Wp-c,1.0,0.5,"food,restaurant",華承軒麵館｜中山站美食．必點金華火腿雞湯扯麵,,2026-04-24 02:54:19
185,ifoodie,曹氏家司機食堂,100臺北市中正區羅斯福路四段52巷16弄11號,ChIJJTKyidOpQjQRyyd0Tv8NdFo,0.8,0.5,"Korean food,authentic cuisine",曹氏家司機食堂 韓國老闆正宗韓式料理鍋物！菜單推薦豬肉湯飯馬鈴薯排骨湯,,2026-04-24 02:59:58
187,ifoodie,寶島百匯,106臺北市大安區建國南路一段181號,ChIJK1mIzderQjQRwv43Zm13DJM,0.8,0.5,"buffet,foodie,health,charity",【育成蕃薯藤餐廳】寶島百匯自助餐吃到飽只要688元！吃buffet還能做公益食材新鮮健康,,2026-04-24 03:00:00
